Latency, Colour
0.013042926788330078,Black
0.018963098526000977,Black
0.017113685607910156,Black
0.018037796020507812,Black
0.018969058990478516,Black
0.012964725494384766,Black
0.012989521026611328,Black
0.016901016235351562,Black
0.025174379348754883,Red
0.015986204147338867,Black
0.017485857009887695,Black
0.024521350860595703,Black
0.018985986709594727,Black
0.013004779815673828,Black
0.022841930389404297,Black
0.01950693130493164,Black
0.012913942337036133,Black
0.018030881881713867,Black
0.020021438598632812,Black
0.012002944946289062,Black
0.019999980926513672,Black
0.022977828979492188,Black
0.012977838516235352,Black
0.018969297409057617,Black
0.02295231819152832,Black
0.012995004653930664,Black
0.01800060272216797,Black
0.019951820373535156,Black
0.02394700050354004,Black
0.01300358772277832,Black
0.023949146270751953,Black
0.014969348907470703,Black
0.018965959548950195,Black
0.028980493545532227,Red
0.01795196533203125,Black
0.013007164001464844,Black
0.021996736526489258,Black
0.018980741500854492,Black
0.012028694152832031,Black
0.0209808349609375,Black
0.02297830581665039,Black
0.01200103759765625,Black
0.018963336944580078,Black
0.02200460433959961,Black
0.012997627258300781,Black
0.017000198364257812,Black
0.018988370895385742,Black
0.022993803024291992,Black
0.017999887466430664,Black
0.03195834159851074,Red
0.013991355895996094,Black
0.021969318389892578,Black
0.02167201042175293,Black
0.0190274715423584,Black
0.01699995994567871,Black
0.021991252899169922,Black
0.01497793197631836,Black
0.011962890625,Black
0.026975393295288086,Red
0.025943994522094727,Red
0.0159912109375,Black
0.02200603485107422,Black
0.02697467803955078,Red
0.016953468322753906,Black
0.022009611129760742,Black
0.0379948616027832,Red
0.02296280860900879,Black
0.013997793197631836,Black
0.037956953048706055,Red
0.01798558235168457,Black
0.010989665985107422,Black
0.026987314224243164,Red
0.020991802215576172,Black
0.016022920608520508,Black
0.022961139678955078,Black
0.014972686767578125,Black
0.012999296188354492,Black
0.021985769271850586,Black
0.020000219345092773,Black
0.011968612670898438,Black
0.019487857818603516,Black
0.019097328186035156,Black
0.01694941520690918,Black
0.0190126895904541,Black
0.017025232315063477,Black
0.02495718002319336,Black
0.017999649047851562,Black
0.024025678634643555,Black
0.012994527816772461,Black
0.011968851089477539,Black
0.03706216812133789,Red
0.021991252899169922,Black
0.011968612670898438,Black
0.02294921875,Black
0.02395486831665039,Black
0.011967658996582031,Black
0.01696634292602539,Black
0.014992237091064453,Black
0.010891437530517578,Black
0.019966840744018555,Black
0.017653703689575195,Black
0.01698470115661621,Black
0.01900005340576172,Black
0.018973588943481445,Black
0.021956205368041992,Black
0.01796698570251465,Black
0.021960735321044922,Black
0.010999679565429688,Black
0.01800060272216797,Black
0.026500701904296875,Red
0.01598644256591797,Black
0.015967369079589844,Black
0.02295374870300293,Black
0.019990921020507812,Black
0.012967348098754883,Black
0.021965742111206055,Black
0.019016742706298828,Black
0.012998104095458984,Black
0.02100658416748047,Black
0.019987106323242188,Black
0.011998653411865234,Black
0.018999099731445312,Black
0.021947622299194336,Black
0.014536857604980469,Black
0.01900196075439453,Black
0.02299666404724121,Black
0.0269620418548584,Red
0.016993045806884766,Black
0.023949623107910156,Black
0.012984752655029297,Black
0.012001752853393555,Black
0.022497177124023438,Black
0.016305923461914062,Black
0.012998342514038086,Black
0.023279428482055664,Black
0.019983291625976562,Black
0.012968301773071289,Black
0.021217823028564453,Black
0.02002882957458496,Black
0.011951208114624023,Black
0.03746294975280762,Red
0.024949312210083008,Black
0.017972707748413086,Black
0.01880669593811035,Black
0.018619060516357422,Black
0.020972013473510742,Black
0.02697300910949707,Red
0.009983539581298828,Black
0.01198577880859375,Black
0.016903400421142578,Black
0.022692441940307617,Black
0.013770818710327148,Black
0.011969327926635742,Black
0.02598285675048828,Red
0.015987873077392578,Black
0.01299595832824707,Black
0.025985240936279297,Red
0.01994013786315918,Black
0.03096938133239746,Red
0.013030290603637695,Black
0.020947694778442383,Black
0.01199483871459961,Black
0.021994829177856445,Black
0.023980379104614258,Black
0.012989282608032227,Black
0.023996591567993164,Black
0.019980669021606445,Black
0.010002613067626953,Black
0.021041154861450195,Black
0.020963191986083984,Black
0.021025657653808594,Black
0.018000125885009766,Black
0.02914714813232422,Red
0.022991180419921875,Black
0.014941692352294922,Black
0.0210113525390625,Black
0.018972396850585938,Black
0.011968851089477539,Black
0.013975143432617188,Black
0.02298760414123535,Black
0.014005184173583984,Black
0.017000675201416016,Black
0.018955707550048828,Black
0.01894402503967285,Black
0.018031597137451172,Black
0.023996591567993164,Black
0.015942811965942383,Black
0.012991905212402344,Black
0.03097391128540039,Red
0.01994919776916504,Black
0.016442298889160156,Black
0.021998882293701172,Black
0.01499485969543457,Black
0.011899471282958984,Black
0.010984420776367188,Black
0.01602649688720703,Black
0.012003183364868164,Black
0.022010087966918945,Black
0.021996021270751953,Black
0.013006448745727539,Black
0.018998384475708008,Black
0.019945621490478516,Black
0.01998305320739746,Black
0.018999576568603516,Black
0.02295064926147461,Black
0.014945507049560547,Black
0.016964435577392578,Black
0.021947622299194336,Black
0.010999917984008789,Black
0.01399850845336914,Black
0.028970003128051758,Red
0.02195000648498535,Black
0.012966156005859375,Black
0.019058942794799805,Black
0.017278432846069336,Black
0.012964963912963867,Black
0.02199840545654297,Black
0.023949861526489258,Black
0.012997627258300781,Black
0.01996636390686035,Black
0.021548032760620117,Black
0.013681173324584961,Black
0.018972396850585938,Black
0.022936344146728516,Black
0.013038873672485352,Black
0.017986297607421875,Black
0.020995140075683594,Black
0.012996435165405273,Black
0.018970012664794922,Black
0.025992870330810547,Red
0.020032167434692383,Black
0.018002033233642578,Black
0.023986339569091797,Black
0.02099132537841797,Black
0.012965917587280273,Black
0.024990320205688477,Black
0.027025461196899414,Red
0.01796746253967285,Black
0.0209658145904541,Black
0.021979808807373047,Black
0.01199483871459961,Black
0.029680490493774414,Red
0.030031919479370117,Red
0.013991355895996094,Black
0.012975931167602539,Black
0.019945621490478516,Black
0.009990215301513672,Black
0.012000322341918945,Black
0.023978710174560547,Black
0.012035846710205078,Black
0.01676321029663086,Black
0.023021697998046875,Black
0.014984607696533203,Black
0.01304316520690918,Black
0.02199244499206543,Black
0.013996124267578125,Black
0.012021303176879883,Black
0.022982120513916016,Black
0.021982192993164062,Black
0.011998414993286133,Black
0.02096414566040039,Black
0.025040388107299805,Red
0.012996912002563477,Black
0.016963720321655273,Black
0.01999044418334961,Black
0.009964942932128906,Black
0.016998767852783203,Black
0.01898813247680664,Black
0.028949260711669922,Red
0.017000198364257812,Black
0.021983623504638672,Black
0.01401376724243164,Black
0.017020463943481445,Black
0.022950410842895508,Black
0.01993584632873535,Black
0.011997461318969727,Black
0.022000789642333984,Black
0.02599501609802246,Red
0.012990713119506836,Black
0.016988039016723633,Black
0.02294468879699707,Black
0.017000198364257812,Black
0.018999814987182617,Black
0.018995046615600586,Black
0.024950504302978516,Black
0.018003225326538086,Black
0.021997451782226562,Black
0.015028715133666992,Black
0.017964601516723633,Black
0.02199840545654297,Black
0.0159456729888916,Black
0.017004728317260742,Black
0.021000146865844727,Black
0.016937255859375,Black
0.012979984283447266,Black
0.0220029354095459,Black
0.019960403442382812,Black
0.013999462127685547,Black
0.021015405654907227,Black
0.018019914627075195,Black
0.015943288803100586,Black
0.018999338150024414,Black
0.01694035530090332,Black
0.023000001907348633,Black
0.018000125885009766,Black
0.02657794952392578,Red
0.014947175979614258,Black
0.017995357513427734,Black
0.02495288848876953,Black
0.014760971069335938,Black
0.012998104095458984,Black
0.022960901260375977,Black
0.01894664764404297,Black
0.013950586318969727,Black
0.020000219345092773,Black
0.02099776268005371,Black
0.011998176574707031,Black
0.019000530242919922,Black
0.020982980728149414,Black
0.012004375457763672,Black
0.0175783634185791,Black
0.018944263458251953,Black
0.022403478622436523,Black
0.018999099731445312,Black
0.017945528030395508,Black
0.02298140525817871,Black
0.017999887466430664,Black
0.01898479461669922,Black
0.010996103286743164,Black
0.011965274810791016,Black
0.025987863540649414,Red
0.013981342315673828,Black
0.013008356094360352,Black
0.021995067596435547,Black
0.01698470115661621,Black
0.012999534606933594,Black
0.021970748901367188,Black
0.021996021270751953,Black
0.012998104095458984,Black
0.019001007080078125,Black
0.019031286239624023,Black
0.019936084747314453,Black
0.02799248695373535,Red
0.010001420974731445,Black
0.01699066162109375,Black
0.017000198364257812,Black
0.025051355361938477,Red
0.012989044189453125,Black
0.018030166625976562,Black
0.020018815994262695,Black
0.011987686157226562,Black
0.016000747680664062,Black
0.021976709365844727,Black
0.021991252899169922,Black
0.0159456729888916,Black
0.03793001174926758,Red
0.04299616813659668,Red
0.014984130859375,Black
0.016970396041870117,Black
0.02395462989807129,Black
0.013026237487792969,Black
0.019008159637451172,Black
0.022991657257080078,Black
0.014969348907470703,Black
0.015161752700805664,Black
0.019982576370239258,Black
0.013951301574707031,Black
0.0169675350189209,Black
0.0209963321685791,Black
0.01394510269165039,Black
0.017999887466430664,Black
0.03731656074523926,Red
0.024999618530273438,Black
0.012965679168701172,Black
0.02199530601501465,Black
0.015474319458007812,Black
0.012968063354492188,Black
0.017986774444580078,Black
0.017989635467529297,Black
0.018991470336914062,Black
0.021002531051635742,Black
0.02693939208984375,Red
0.015979528427124023,Black
0.018983125686645508,Black
0.018994569778442383,Black
0.021968364715576172,Black
0.017999649047851562,Black
0.020995616912841797,Black
0.015029430389404297,Black
0.016988277435302734,Black
0.023990154266357422,Black
0.020990848541259766,Black
0.01200246810913086,Black
0.01903557777404785,Black
0.01997208595275879,Black
0.010999679565429688,Black
0.025992631912231445,Red
0.01097416877746582,Black
0.012998580932617188,Black
0.01908707618713379,Black
0.024075746536254883,Black
0.011997699737548828,Black
0.018041133880615234,Black
0.022988080978393555,Black
0.01699519157409668,Black
0.018000364303588867,Black
0.025020122528076172,Red
0.01595926284790039,Black
0.015986204147338867,Black
0.030941009521484375,Red
0.019013643264770508,Black
0.012999296188354492,Black
0.02414846420288086,Black
0.02050042152404785,Black
0.012969732284545898,Black
0.019995927810668945,Black
0.019951343536376953,Black
0.013004541397094727,Black
0.019988059997558594,Black
0.020997285842895508,Black
0.012984514236450195,Black
0.01700568199157715,Black
0.02505660057067871,Red
0.013027429580688477,Black
0.01999688148498535,Black
0.025986909866333008,Red
0.014952421188354492,Black
0.01599907875061035,Black
0.023934125900268555,Black
0.0159456729888916,Black
0.01396632194519043,Black
0.021982669830322266,Black
0.028319597244262695,Red
0.011966943740844727,Black
0.019971132278442383,Black
0.01994037628173828,Black
0.011966228485107422,Black
0.03704380989074707,Red
0.026945829391479492,Red
0.018000125885009766,Black
0.028969764709472656,Red
0.02999567985534668,Red
0.017989397048950195,Black
0.022998571395874023,Black
0.02399921417236328,Black
0.013991832733154297,Black
0.01696944236755371,Black
0.024030447006225586,Black
0.01437234878540039,Black
0.030985355377197266,Red
0.033966779708862305,Red
0.02392888069152832,Black
0.031031370162963867,Red
0.01703667640686035,Black
0.015992164611816406,Black
0.020009756088256836,Black
0.02095508575439453,Black
0.022939682006835938,Black
0.012338638305664062,Black
0.017000198364257812,Black
0.022998332977294922,Black
0.030997514724731445,Red
0.017000198364257812,Black
0.023946523666381836,Black
0.02395033836364746,Black
0.018000125885009766,Black
0.024999380111694336,Black
0.012971878051757812,Black
0.017000436782836914,Black
0.02698993682861328,Red
0.027992963790893555,Red
0.01200413703918457,Black
0.020969390869140625,Black
0.014973163604736328,Black
0.011831045150756836,Black
0.016000986099243164,Black
0.01896810531616211,Black
0.012396812438964844,Black
0.018977880477905273,Black
0.024993896484375,Black
0.01198720932006836,Black
0.01703357696533203,Black
0.020023345947265625,Black
0.023957014083862305,Black
0.017000198364257812,Black
0.023998498916625977,Black
0.021972179412841797,Black
0.0169985294342041,Black
0.023988962173461914,Black
0.017988920211791992,Black
0.011997461318969727,Black
0.012998342514038086,Black
0.017984390258789062,Black
0.01701951026916504,Black
0.02200460433959961,Black
0.01999354362487793,Black
0.01294708251953125,Black
0.021967411041259766,Black
0.02097463607788086,Black
0.020186662673950195,Black
0.011970996856689453,Black
0.009976625442504883,Black
0.011000394821166992,Black
0.018999338150024414,Black
0.0259854793548584,Red
0.015010833740234375,Black
0.014032363891601562,Black
0.026983261108398438,Red
0.01499032974243164,Black
0.017998933792114258,Black
0.022986412048339844,Black
0.01601386070251465,Black
0.014029741287231445,Black
0.023015737533569336,Black
0.013994932174682617,Black
0.013000249862670898,Black
0.02099919319152832,Black
0.019992589950561523,Black
0.01296687126159668,Black
0.01801919937133789,Black
0.01999044418334961,Black
0.024680614471435547,Black
0.018001317977905273,Black
0.02394723892211914,Black
0.012984275817871094,Black
